Ticker,Revenue_per_Share,Z_score
REG,7.286193295485218,-0.3803584332681837
CMG,7.24476867417851,-0.3805521890084092
FTNT,6.935212833534476,-0.3820000772244788
KMI,6.902108551221146,-0.3821549161710262
ROL,6.345749167912769,-0.3847571807360106
KEY,6.269854910452712,-0.3851121616041317
GEN,6.1862530318482065,-0.38550319339542627
CSGP,5.988389111132793,-0.3864286640264864
HBAN,5.066044480046745,-0.3907427545625464
UDR,4.93241908110074,-0.3913677617990405
O,4.683824816025384,-0.39253051390940685
CPRT,4.397896048319196,-0.3938678910124709
INVH,3.9703789000988197,-0.39586752067472547
VICI,3.4263809962549647,-0.3984119667846853
DOC,3.118199731864358,-0.3998534256833326
KIM,2.645676018911341,-0.4020635649408401
NVDA,2.48357115034232,-0.4028217794474063
PLTR,1.0385992755517384,-0.4095803589195574
ADSK,,
MCO,,
SMCI,,
